id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,qt1,qt2,qt3,qt4,qt5,qt6,qt7,qt8,qt9,qt10,qt11,qt12,qt13,qt14,qt15,qt16,qt17,qt18,qt19,qt20,qt21,qt22,qt23,qt24,qt25,qt26,qt27,qt28,qt29,qt30,comment,addip,addtime
1313,是,会,有,支持,左手,会点，但不熟练,我是幸福的,dir,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1314,是,会,有,支持,左手,会点，但不熟练,"
 SomeCustomInjectedHeader:injected_by_test",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1315,是,会,有,支持,左手,';?><?exit(md5(1122));?>,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1316,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"
 SomeCustomInjectedHeader:injected_by_test",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1317,是,会,有,支持,左手,会点，但不熟练,我是幸福的,<dir,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1318,是,会,有,支持,左手,会点，但不熟练,"
 SomeCustomInjectedHeader:injected_by_test",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1319,是,会,有,支持,左手,http://hitBAo6EKQnyr.bxss.me/,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1320,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"
 SomeCustomInjectedHeader:injected_by_test",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1321,是,会,有,支持,左手,会点，但不熟练,我是幸福的,http://oxoxoxoxoxoxox.com,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1322,是,会,有,支持,左手,会点，但不熟练,"
 SomeCustomInjectedHeader:injected_by_test",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1323,是,会,有,支持,左手,http://hitd0rQGQge8t.bxss.me/,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1324,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,dir,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1325,是,会,有,支持,左手,会点，但不熟练,我是幸福的,oxoxoxoxoxoxox.com,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1326,是,会,有,支持,左手,会点，但不熟练,dir,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1327,是,会,有,支持,左手,http://testasp.vulnweb.com/t/fit.txt,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1328,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,<dir,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1329,是,会,有,支持,左手,会点，但不熟练,我是幸福的,+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1330,是,会,有,支持,左手,会点，但不熟练,<dir,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1331,是,会,有,支持,左手,set|set,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1332,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,http://oxoxoxoxoxoxox.com,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1333,是,会,有,支持,左手,会点，但不熟练,我是幸福的,;print(md5(1122));#,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1334,是,会,有,支持,左手,会点，但不熟练,http://oxoxoxoxoxoxox.com,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1335,是,会,有,支持,左手,;cat /etc/passwd;,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1336,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,oxoxoxoxoxoxox.com,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1337,是,会,有,支持,左手,会点，但不熟练,我是幸福的,');print(md5(1122));//,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1338,是,会,有,支持,左手,会点，但不熟练,oxoxoxoxoxoxox.com,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1339,是,会,有,支持,左手,`ping -c 5 127.0.0.1`,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1340,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1341,是,会,有,支持,左手,会点，但不熟练,我是幸福的,${@print(md5(1122))},好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1343,是,会,有,支持,左手,会点，但不熟练,+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1344,是,会,有,支持,左手,|ping -n 5 127.0.0.1|,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1345,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,;print(md5(1122));#,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1346,是,会,有,支持,左手,会点，但不熟练,我是幸福的,"data:text/plain,<?php print(md5(1122));?>",好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1347,是,会,有,支持,左手,会点，但不熟练,;print(md5(1122));#,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1348,是,会,有,支持,左手,|ping -c 4 127.0.0.1,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1349,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,');print(md5(1122));//,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1350,是,会,有,支持,左手,会点，但不熟练,我是幸福的,phpinfo,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1351,是,会,有,支持,左手,会点，但不熟练,');print(md5(1122));//,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1352,是,会,有,支持,左手,response.write(9412458*9542755),我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1353,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,${@print(md5(1122))},家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1354,是,会,有,支持,左手,会点，但不熟练,我是幸福的,<?exit(md5(1122));?>,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1355,是,会,有,支持,左手,会点，但不熟练,${@print(md5(1122))},没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1356,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"data:text/plain,<?php print(md5(1122));?>",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1357,是,会,有,支持,左手,会点，但不熟练,我是幸福的,'];print(md5(1122));//,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1358,是,会,有,支持,左手,会点，但不熟练,"data:text/plain,<?php print(md5(1122));?>",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1359,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,phpinfo,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1360,是,会,有,支持,左手,会点，但不熟练,我是幸福的,<?php print(md5(1122));exit;?>,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1361,是,会,有,支持,左手,会点，但不熟练,phpinfo,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1362,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,<?exit(md5(1122));?>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1363,是,会,有,支持,左手,会点，但不熟练,我是幸福的,die(md5($_get[webscan]));,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1364,是,会,有,支持,左手,会点，但不熟练,<?exit(md5(1122));?>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1365,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,'];print(md5(1122));//,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1366,是,会,有,支持,左手,会点，但不熟练,我是幸福的,;${@print(md5(1122))};,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1367,是,会,有,支持,左手,会点，但不熟练,'];print(md5(1122));//,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1368,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,<?php print(md5(1122));exit;?>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1369,是,会,有,支持,左手,会点，但不熟练,我是幸福的,';?><?exit(md5(1122));?>,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1370,是,会,有,支持,左手,会点，但不熟练,<?php print(md5(1122));exit;?>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1371,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,die(md5($_get[webscan]));,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1372,是,会,有,支持,左手,会点，但不熟练,我是幸福的,http://hitBAo6EKQnyr.bxss.me/,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1373,是,会,有,支持,左手,会点，但不熟练,die(md5($_get[webscan]));,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1374,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,;${@print(md5(1122))};,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1375,是,会,有,支持,左手,会点，但不熟练,我是幸福的,http://hitd0rQGQge8t.bxss.me/,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1376,是,会,有,支持,左手,会点，但不熟练,;${@print(md5(1122))};,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1377,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,';?><?exit(md5(1122));?>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1378,是,会,有,支持,左手,会点，但不熟练,我是幸福的,http://testasp.vulnweb.com/t/fit.txt,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1379,是,会,有,支持,左手,会点，但不熟练,';?><?exit(md5(1122));?>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1380,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,http://hitBAo6EKQnyr.bxss.me/,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1381,是,会,有,支持,左手,会点，但不熟练,我是幸福的,set|set,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1382,是,会,有,支持,左手,会点，但不熟练,http://hitBAo6EKQnyr.bxss.me/,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1383,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,http://hitd0rQGQge8t.bxss.me/,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1384,是,会,有,支持,左手,会点，但不熟练,我是幸福的,;cat /etc/passwd;,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1385,是,会,有,支持,左手,会点，但不熟练,http://hitd0rQGQge8t.bxss.me/,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1386,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,http://testasp.vulnweb.com/t/fit.txt,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1387,是,会,有,支持,左手,会点，但不熟练,我是幸福的,`ping -c 5 127.0.0.1`,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1389,是,会,有,支持,左手,会点，但不熟练,http://testasp.vulnweb.com/t/fit.txt,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1390,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,set|set,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1391,是,会,有,支持,左手,会点，但不熟练,我是幸福的,|ping -n 5 127.0.0.1|,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1392,是,会,有,支持,左手,会点，但不熟练,set|set,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1393,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,;cat /etc/passwd;,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1394,是,会,有,支持,左手,会点，但不熟练,我是幸福的,|ping -c 4 127.0.0.1,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1395,是,会,有,支持,左手,会点，但不熟练,;cat /etc/passwd;,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1396,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,`ping -c 5 127.0.0.1`,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1397,是,会,有,支持,左手,会点，但不熟练,我是幸福的,response.write(9412458*9542755),好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1398,是,会,有,支持,左手,会点，但不熟练,`ping -c 5 127.0.0.1`,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1399,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,|ping -n 5 127.0.0.1|,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1400,是,会,有,支持,左手,会点，但不熟练,|ping -n 5 127.0.0.1|,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1401,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,|ping -c 4 127.0.0.1,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1402,是,会,有,支持,左手,会点，但不熟练,|ping -c 4 127.0.0.1,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1403,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,response.write(9412458*9542755),家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1404,是,会,有,支持,左手,会点，但不熟练,response.write(9412458*9542755),没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1405,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1411,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字%27 AND 24=25 #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1412,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1413,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字' WAITFOR DELAY '0:0:5'--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1414,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1415,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字'; WAITFOR DELAY '0:0:5'--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1416,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1417,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字%'; WAITFOR DELAY '0:0:5'--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
